task_id,department,corridor_id,corridor_name,defect_type,failure_type,severity,days_overdue,estimated_repair_time_min,spatial_start_km,spatial_end_km,priority_score,criticality,risk_score,delay_minutes
TASK_00511,Traction Distribution,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Transformer Oil Leak,Brake Failure,2,140,84,93.46,94.12,0.511,0.37,62.80957913194042,
TASK_00512,Engineering,CORR_008,Howrah - Delhi Railway,Sleeper Crack,Track Defect,2,180,90,990.68,991.26,0.685,0.95,44.75328418647083,13.161001322080333
TASK_00513,Engineering,CORR_020,Western Dedicated Freight Corridor,Rail Wear,Track Defect,4,9,110,611.46,612.09,0.706,0.82,42.550493570016464,13.061049152027705
TASK_00514,Engineering,CORR_018,Mumbai - Delhi Railway,Track Geometry Deviation,Wheel Defect,2,19,84,257.0,258.52,0.591,0.88,51.94432844281744,65.06021377974147
TASK_00515,Traction Distribution,CORR_002,Bhairabi Sairang Railway Link,Pantograph Damage,Brake Failure,2,48,109,42.96,44.35,0.511,0.37,57.28719783529771,5.742368664187179
TASK_00516,Engineering,CORR_001,Abhayapuri - Mainguri Railway Line,Track Geometry Deviation,Wheel Defect,2,180,75,26.61,28.06,0.52,0.4,68.949289260018,11.00293265652639
TASK_00517,Traction Distribution,CORR_008,Howrah - Delhi Railway,Bearing Overheating,Brake Failure,2,0,98,1650.15,1650.89,0.485,0.95,59.09567768058029,17.348447000501782
TASK_00518,Traction Distribution,CORR_018,Mumbai - Delhi Railway,Insulator Flashover,Brake Failure,2,79,97,2366.49,2367.76,0.664,0.88,55.68681439778468,36.89477061183055
TASK_00519,Signal & Telecom,CORR_020,Western Dedicated Freight Corridor,Point Machine Failure,Signal Failure,4,47,86,1432.74,1434.39,0.846,0.82,69.07400482922183,5.311759106079879
TASK_00520,Traction Distribution,CORR_005,Delhi - Kalka Line,Brake Pad Wear,Brake Failure,2,180,105,30.55,32.08,0.598,0.66,69.36338551420587,16.17326699828304
TASK_00521,Traction Distribution,CORR_012,Konkan Railway,OHE Wire Sag,Brake Failure,5,180,158,3.29,4.45,0.856,0.52,71.34865809141812,7.470044656185401
TASK_00522,Traction Distribution,CORR_008,Howrah - Delhi Railway,OHE Wire Sag,Brake Failure,3,180,106,2701.72,2702.38,0.785,0.95,59.72468555264465,15.724079037415716
TASK_00523,Engineering,CORR_020,Western Dedicated Freight Corridor,Sleeper Crack,Wheel Defect,2,180,83,1052.34,1054.15,0.646,0.82,67.06921862397421,4.303961815573624
TASK_00524,Signal & Telecom,CORR_018,Mumbai - Delhi Railway,Axle Counter Fault,Signal Failure,2,165,56,1835.15,1836.44,0.664,0.88,52.605599897368286,2.78473935381575
TASK_00525,Engineering,CORR_018,Mumbai - Delhi Railway,Sleeper Crack,Track Defect,4,180,101,399.51,401.34,0.864,0.88,50.68742947328579,13.410225985901103
TASK_00526,Engineering,CORR_009,Kashmir Railway,Track Geometry Deviation,Track Defect,2,0,67,130.03,131.19,0.311,0.37,59.78925008543964,8.55954349348696
TASK_00527,Signal & Telecom,CORR_008,Howrah - Delhi Railway,Panel Indication Fault,Signal Failure,3,180,79,2653.4,2654.26,0.785,0.95,59.510025259526415,3.2363839770599894
TASK_00528,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Insulator Flashover,Brake Failure,4,147,147,3120.42,3121.38,0.894,0.98,51.60925147865382,7.485912966080816
TASK_00529,Signal & Telecom,CORR_002,Bhairabi Sairang Railway Link,Axle Counter Fault,Signal Failure,4,0,88,18.92,20.05,0.511,0.37,43.85557209842405,3.323304218138074
TASK_00530,Engineering,CORR_018,Mumbai - Delhi Railway,Loose Fastening,Wheel Defect,4,69,122,702.39,703.81,0.864,0.88,52.95129671471624,15.703419765257603
TASK_00531,Signal & Telecom,CORR_018,Mumbai - Delhi Railway,Signal Relay Fault,Signal Failure,2,118,55,386.56,388.21,0.664,0.88,51.995753830796666,15.173613810747929
TASK_00532,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,OHE Wire Sag,Brake Failure,4,80,131,1771.53,1772.39,0.846,0.82,47.89468450442785,20.20672726464144
TASK_00533,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Brake Pad Wear,Brake Failure,2,38,82,336.8,337.58,0.646,0.82,68.07503911647487,14.790670322332286
TASK_00534,Engineering,CORR_011,Kolkata Circular Railway,Ballast Deficiency,Wheel Defect,5,44,128,15.57,16.37,0.844,0.48,59.949510696005056,13.361937086256193
TASK_00535,Engineering,CORR_017,Lumding - Silchar BG Line,Track Geometry Deviation,Track Defect,3,180,94,31.24,33.14,0.611,0.37,53.57042812122379,
TASK_00536,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Insulator Flashover,Brake Failure,5,61,174,1469.24,1469.99,0.946,0.82,61.79986179690741,33.55828754184546
TASK_00537,Traction Distribution,CORR_018,Mumbai - Delhi Railway,Transformer Oil Leak,Bearing Failure,4,65,145,2266.19,2267.21,0.864,0.88,50.02919919677996,5.591715234769827
TASK_00538,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Transformer Oil Leak,Brake Failure,5,9,151,1388.45,1389.68,0.794,0.78,54.27541326363926,37.65739010951477
TASK_00539,Traction Distribution,CORR_009,Kashmir Railway,OHE Wire Sag,Bearing Failure,3,88,106,83.98,85.31,0.611,0.37,64.03080316127976,27.235215839766703
TASK_00540,Traction Distribution,CORR_004,Bolangir - Khurda,Brake Pad Wear,Brake Failure,2,180,88,219.84,221.63,0.514,0.38,60.70225721657657,8.212110012816867
TASK_00541,Engineering,CORR_020,Western Dedicated Freight Corridor,Loose Fastening,Wheel Defect,4,143,126,131.15,131.82,0.846,0.82,59.40944228397093,8.366462826164687
TASK_00542,Engineering,CORR_012,Konkan Railway,Loose Fastening,Wheel Defect,2,115,72,349.46,350.12,0.556,0.52,47.03262664320009,16.96160411331891
TASK_00543,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Brake Pad Wear,Brake Failure,5,180,177,732.34,733.31,0.934,0.78,49.14856228480109,13.490586235431284
TASK_00544,Engineering,CORR_014,Line 1: Nagercoil - Chennai Egmore,Rail Fracture,Wheel Defect,5,110,126,92.3,93.42,0.814,0.38,68.10839232971531,7.278454565548377
TASK_00545,Engineering,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Sleeper Crack,Wheel Defect,3,33,87,13.25,14.31,0.611,0.37,44.48352878235512,3.915481848480325
TASK_00546,Engineering,CORR_007,Howrah - Chennai Main Line,Sleeper Crack,Track Defect,2,145,63,117.11,118.2,0.694,0.98,67.49005205828486,10.19538165771416
TASK_00547,Engineering,CORR_004,Bolangir - Khurda,Sleeper Crack,Wheel Defect,2,180,75,70.04,71.82,0.514,0.38,56.46901306747225,13.771691629568076
TASK_00548,Engineering,CORR_014,Line 1: Nagercoil - Chennai Egmore,Loose Fastening,Wheel Defect,2,180,74,35.46,37.22,0.514,0.38,60.02073073556805,8.002936772567283
TASK_00549,Signal & Telecom,CORR_011,Kolkata Circular Railway,Track Circuit Failure,Signal Failure,4,117,76,63.08,64.79,0.744,0.48,56.049901465626775,6.795015919025071
TASK_00550,Engineering,CORR_017,Lumding - Silchar BG Line,Rail Fracture,Wheel Defect,4,180,125,23.88,25.51,0.711,0.37,57.886289782754254,4.109766885451562
TASK_00551,Engineering,CORR_011,Kolkata Circular Railway,Loose Fastening,Track Defect,4,110,119,18.0,18.56,0.744,0.48,57.16287971405076,1.7389746784225135
TASK_00552,Traction Distribution,CORR_018,Mumbai - Delhi Railway,Insulator Flashover,Brake Failure,2,26,90,2234.22,2234.94,0.637,0.88,49.04995580454519,0.918453090083678
TASK_00553,Engineering,CORR_011,Kolkata Circular Railway,Loose Fastening,Track Defect,2,180,68,120.24,121.84,0.544,0.48,53.92554994962242,20.14184301194198
TASK_00554,Engineering,CORR_012,Konkan Railway,Sleeper Crack,Track Defect,2,180,62,388.56,389.95,0.556,0.52,54.56305427884298,11.45533281874944
TASK_00555,Engineering,CORR_019,Mumbai-Pune Railway,Rail Fracture,Wheel Defect,2,180,62,133.22,134.73,0.589,0.63,59.147983797303546,52.17688377839807
TASK_00556,Engineering,CORR_008,Howrah - Delhi Railway,Ballast Deficiency,Wheel Defect,2,180,67,2645.48,2647.06,0.685,0.95,60.93005738263311,33.28826671142938
TASK_00557,Engineering,CORR_004,Bolangir - Khurda,Ballast Deficiency,Wheel Defect,2,109,86,184.87,186.74,0.514,0.38,53.84707340887765,38.6188158112312
TASK_00558,Traction Distribution,CORR_001,Abhayapuri - Mainguri Railway Line,OHE Wire Sag,Bearing Failure,2,71,82,63.59,65.04,0.52,0.4,47.45820680980097,8.793159072741144
TASK_00559,Traction Distribution,CORR_016,Lucknow–Moradabad line,Insulator Flashover,Bearing Failure,2,180,97,184.68,185.59,0.595,0.65,58.630467375339485,25.34586901065424
TASK_00560,Traction Distribution,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Brake Pad Wear,Bearing Failure,3,51,106,16.24,16.86,0.611,0.37,52.09296559133037,2.2623008210307947
TASK_00561,Traction Distribution,CORR_015,Line 2: Chennai Egmore - Nagercoil,Transformer Oil Leak,Bearing Failure,3,180,116,43.75,44.9,0.614,0.38,58.11784334445419,19.71185628042338
TASK_00562,Engineering,CORR_006,Eastern Dedicated Freight Corridor,Ballast Deficiency,Track Defect,2,9,82,1438.97,1440.53,0.494,0.78,48.210837654196176,12.84973165243538
TASK_00563,Signal & Telecom,CORR_004,Bolangir - Khurda,Axle Counter Fault,Signal Failure,3,116,60,153.97,154.89,0.614,0.38,64.49446254433242,1.2106685621326292
TASK_00564,Engineering,CORR_001,Abhayapuri - Mainguri Railway Line,Sleeper Crack,Wheel Defect,2,180,78,43.99,44.67,0.52,0.4,65.02612951246945,10.307809907051006
TASK_00565,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Bearing Overheating,Brake Failure,4,180,136,103.0,105.0,0.894,0.98,51.01524106302922,10.418651444582853
TASK_00566,Signal & Telecom,CORR_012,Konkan Railway,Signal Relay Fault,Signal Failure,2,11,46,107.28,108.41,0.429,0.52,56.51432161957957,12.482458453353988
TASK_00567,Traction Distribution,CORR_008,Howrah - Delhi Railway,Transformer Oil Leak,Brake Failure,3,13,123,2500.96,2501.78,0.672,0.95,52.9689033291456,18.167432677909417
TASK_00568,Engineering,CORR_008,Howrah - Delhi Railway,Sleeper Crack,Track Defect,2,180,88,1758.08,1758.83,0.685,0.95,39.89494610894673,43.48753497575773
TASK_00569,Traction Distribution,CORR_019,Mumbai-Pune Railway,Pantograph Damage,Brake Failure,3,180,115,85.26,87.05,0.689,0.63,54.76224115075635,38.00159239626004
TASK_00570,Traction Distribution,CORR_007,Howrah - Chennai Main Line,OHE Wire Sag,Brake Failure,2,180,107,1098.75,1100.48,0.694,0.98,68.08743672119513,24.21335264141096
TASK_00571,Traction Distribution,CORR_010,Katni - Obra railway,Insulator Flashover,Brake Failure,2,44,94,378.7,380.12,0.55,0.5,63.35267337371381,28.337509674409148
TASK_00572,Traction Distribution,CORR_017,Lumding - Silchar BG Line,Bearing Overheating,Brake Failure,3,82,107,156.66,157.98,0.611,0.37,59.73056320339523,15.512531467405282
TASK_00573,Traction Distribution,CORR_008,Howrah - Delhi Railway,Pantograph Damage,Brake Failure,3,55,119,3091.9,3093.83,0.785,0.95,43.758369033124886,5.369493384408396
TASK_00574,Traction Distribution,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Transformer Oil Leak,Bearing Failure,2,180,100,3.17,4.01,0.511,0.37,58.47599193538835,34.24080118808567
TASK_00575,Traction Distribution,CORR_018,Mumbai - Delhi Railway,Pantograph Damage,Bearing Failure,2,178,88,1225.29,1226.41,0.664,0.88,54.66263570547136,16.284711139322827
TASK_00576,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Bearing Overheating,Brake Failure,2,75,82,627.54,628.08,0.646,0.82,52.28370915770776,2.9494819880299623
TASK_00577,Traction Distribution,CORR_005,Delhi - Kalka Line,Pantograph Damage,Brake Failure,3,180,119,295.8,296.93,0.698,0.66,56.67067108754671,33.90022369906881
TASK_00578,Traction Distribution,CORR_019,Mumbai-Pune Railway,Pantograph Damage,Brake Failure,3,79,105,118.68,119.76,0.689,0.63,51.50381325709759,3.7100929945396017
TASK_00579,Engineering,CORR_010,Katni - Obra railway,Rail Wear,Wheel Defect,2,180,62,124.81,126.73,0.55,0.5,50.90492598608117,
TASK_00580,Engineering,CORR_006,Eastern Dedicated Freight Corridor,Sleeper Crack,Track Defect,5,5,130,1338.21,1339.25,0.767,0.78,57.98902434148982,6.708568420265042
TASK_00581,Engineering,CORR_009,Kashmir Railway,Sleeper Crack,Track Defect,2,125,81,70.84,72.59,0.511,0.37,68.24759726540893,19.34384870179446
TASK_00582,Engineering,CORR_020,Western Dedicated Freight Corridor,Rail Fracture,Wheel Defect,2,144,66,1889.46,1891.11,0.646,0.82,60.17910273178399,26.07087424237189
TASK_00583,Traction Distribution,CORR_010,Katni - Obra railway,Brake Pad Wear,Brake Failure,3,180,131,15.68,16.4,0.65,0.5,46.96529249985427,16.63451796659982
TASK_00584,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Insulator Flashover,Brake Failure,2,0,96,664.55,666.49,0.494,0.98,60.01117418270668,13.971385515550075
TASK_00585,Signal & Telecom,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Point Machine Failure,Signal Failure,5,109,93,71.6,73.05,0.811,0.37,54.76289585614328,2.835222503107732
TASK_00586,Engineering,CORR_006,Eastern Dedicated Freight Corridor,Loose Fastening,Wheel Defect,3,180,100,1190.29,1191.68,0.734,0.78,66.77766065388968,3.898794502653863
TASK_00587,Engineering,CORR_003,Bina - Katni railway,Rail Wear,Wheel Defect,4,180,100,419.87,420.39,0.753,0.51,55.4012110620064,11.37442386453744
TASK_00588,Engineering,CORR_004,Bolangir - Khurda,Sleeper Crack,Wheel Defect,2,180,72,214.99,216.54,0.514,0.38,64.30053355556267,27.56949360551305
TASK_00589,Signal & Telecom,CORR_004,Bolangir - Khurda,Panel Indication Fault,Signal Failure,2,171,58,91.86,92.44,0.514,0.38,68.97357969045123,25.87816886504093
TASK_00590,Signal & Telecom,CORR_005,Delhi - Kalka Line,Cable Cut,Signal Failure,3,180,75,241.6,242.38,0.698,0.66,72.49842885248343,32.38836525941685
TASK_00591,Engineering,CORR_004,Bolangir - Khurda,Track Geometry Deviation,Track Defect,3,5,83,201.39,202.04,0.447,0.38,54.79331627999253,12.671301540906803
TASK_00592,Engineering,CORR_014,Line 1: Nagercoil - Chennai Egmore,Rail Fracture,Wheel Defect,3,180,89,109.2,110.27,0.614,0.38,60.79196906338735,26.331310988799665
TASK_00593,Engineering,CORR_005,Delhi - Kalka Line,Rail Fracture,Track Defect,2,30,83,204.92,206.61,0.598,0.66,53.53954440175978,16.766737631359817
TASK_00594,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Bearing Overheating,Brake Failure,2,180,103,2518.29,2519.85,0.694,0.98,47.587197984479786,5.043396017257769
TASK_00595,Signal & Telecom,CORR_019,Mumbai-Pune Railway,Point Machine Failure,Signal Failure,3,180,68,121.31,121.97,0.689,0.63,47.36050379505012,9.042840705630642
TASK_00596,Engineering,CORR_009,Kashmir Railway,Rail Fracture,Wheel Defect,5,162,118,45.69,47.39,0.811,0.37,51.18285069589054,17.969269953799007
TASK_00597,Engineering,CORR_014,Line 1: Nagercoil - Chennai Egmore,Ballast Deficiency,Wheel Defect,2,180,63,60.42,61.61,0.514,0.38,79.44818569716833,
TASK_00598,Traction Distribution,CORR_005,Delhi - Kalka Line,Insulator Flashover,Brake Failure,2,139,90,229.19,229.74,0.598,0.66,54.194495619875845,8.950974351771984
TASK_00599,Traction Distribution,CORR_005,Delhi - Kalka Line,Pantograph Damage,Bearing Failure,3,5,115,41.49,42.33,0.531,0.66,73.89108341517107,5.706345328188053
TASK_00600,Traction Distribution,CORR_002,Bhairabi Sairang Railway Link,OHE Wire Sag,Bearing Failure,2,138,83,52.3,53.98,0.511,0.37,43.01006630114489,15.789508978514432
TASK_00601,Traction Distribution,CORR_005,Delhi - Kalka Line,Bearing Overheating,Brake Failure,4,70,144,106.03,107.63,0.798,0.66,50.996676095043455,4.653958899957403
TASK_00602,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Pantograph Damage,Brake Failure,2,180,97,678.93,679.71,0.694,0.98,67.23986215397298,48.93319457851952
TASK_00603,Traction Distribution,CORR_005,Delhi - Kalka Line,Transformer Oil Leak,Brake Failure,2,180,100,374.84,375.4,0.598,0.66,60.56812936033911,11.899679928126872
TASK_00604,Engineering,CORR_003,Bina - Katni railway,Rail Fracture,Wheel Defect,2,11,76,522.32,523.26,0.426,0.51,57.43217720408076,27.90419738754452
TASK_00605,Traction Distribution,CORR_004,Bolangir - Khurda,OHE Wire Sag,Brake Failure,2,45,106,162.98,164.67,0.514,0.38,48.677638055833135,23.5474036405137
TASK_00606,Engineering,CORR_009,Kashmir Railway,Rail Wear,Wheel Defect,4,41,128,55.93,57.84,0.711,0.37,62.85978408399751,19.62366313681353
TASK_00607,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Transformer Oil Leak,Bearing Failure,3,180,119,1495.32,1496.68,0.734,0.78,71.0739033921534,9.760596004386391
TASK_00608,Traction Distribution,CORR_008,Howrah - Delhi Railway,Brake Pad Wear,Brake Failure,5,180,155,1866.55,1867.19,0.985,0.95,68.60516492026896,1.4657505508158033
TASK_00609,Traction Distribution,CORR_010,Katni - Obra railway,Insulator Flashover,Bearing Failure,3,180,131,273.66,274.91,0.65,0.5,58.02347069851766,6.594334888505584
TASK_00610,Traction Distribution,CORR_015,Line 2: Chennai Egmore - Nagercoil,Brake Pad Wear,Brake Failure,2,180,96,149.42,151.42,0.514,0.38,47.0950421066126,13.337954094312238
TASK_00611,Engineering,CORR_002,Bhairabi Sairang Railway Link,Loose Fastening,Wheel Defect,5,180,128,13.51,15.42,0.811,0.37,70.07807458843727,2.2542895068469213
TASK_00612,Engineering,CORR_018,Mumbai - Delhi Railway,Rail Wear,Wheel Defect,2,180,83,2191.43,2193.42,0.664,0.88,49.454032858062384,10.308280944839906
TASK_00613,Traction Distribution,CORR_013,Krishnapatnam Port - Obulavaripalle new line,OHE Wire Sag,Brake Failure,2,180,93,55.95,57.5,0.511,0.37,70.7427618671005,8.237057072096643
TASK_00614,Engineering,CORR_003,Bina - Katni railway,Ballast Deficiency,Track Defect,3,31,89,649.11,650.25,0.653,0.51,54.52269920576028,13.45445183244898
TASK_00615,Signal & Telecom,CORR_019,Mumbai-Pune Railway,Signal Relay Fault,Signal Failure,3,180,77,39.47,41.31,0.689,0.63,63.71102112165736,38.36729550017839
TASK_00616,Signal & Telecom,CORR_019,Mumbai-Pune Railway,Track Circuit Failure,Signal Failure,3,180,71,183.25,185.09,0.689,0.63,60.29496376798455,29.87461615292196
TASK_00617,Engineering,CORR_002,Bhairabi Sairang Railway Link,Ballast Deficiency,Wheel Defect,3,180,102,38.16,38.88,0.611,0.37,65.43860545915598,17.894744800427354
TASK_00618,Engineering,CORR_007,Howrah - Chennai Main Line,Rail Fracture,Wheel Defect,3,36,106,2165.87,2167.53,0.794,0.98,55.61351544947605,7.379556402827808
TASK_00619,Traction Distribution,CORR_018,Mumbai - Delhi Railway,Insulator Flashover,Brake Failure,5,180,153,1075.27,1077.15,0.964,0.88,58.6232548330982,2.9401510372116
TASK_00620,Engineering,CORR_016,Lucknow–Moradabad line,Rail Fracture,Wheel Defect,2,168,71,534.78,536.63,0.595,0.65,55.81998096299647,7.002009262147481
TASK_00621,Engineering,CORR_005,Delhi - Kalka Line,Rail Fracture,Track Defect,3,180,105,257.17,258.73,0.698,0.66,60.54595822603088,21.70926512630841
TASK_00622,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Bearing Overheating,Bearing Failure,3,70,122,853.61,854.92,0.734,0.78,60.37875610109457,20.198034387233104
TASK_00623,Traction Distribution,CORR_008,Howrah - Delhi Railway,Insulator Flashover,Brake Failure,3,96,126,2681.45,2683.12,0.785,0.95,51.5503789106685,20.32967256447199
TASK_00624,Traction Distribution,CORR_010,Katni - Obra railway,Transformer Oil Leak,Brake Failure,2,180,95,177.73,179.0,0.55,0.5,53.34382332665188,7.62790035978299
TASK_00625,Engineering,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Rail Fracture,Track Defect,5,180,126,30.27,31.25,0.811,0.37,67.88874579838533,12.093440216162204
TASK_00626,Engineering,CORR_008,Howrah - Delhi Railway,Track Geometry Deviation,Wheel Defect,2,180,78,2660.17,2661.06,0.685,0.95,56.95481902125161,13.397464281202174
TASK_00627,Traction Distribution,CORR_009,Kashmir Railway,OHE Wire Sag,Bearing Failure,5,48,171,19.17,20.48,0.811,0.37,58.88624841297116,10.858959676360191
TASK_00628,Signal & Telecom,CORR_016,Lucknow–Moradabad line,Axle Counter Fault,Signal Failure,2,180,71,460.21,461.39,0.595,0.65,54.29935115621398,
